    #         X           Y           Z        CHARGE     ATOM    DISTANCE
  -------------------------------------------------------------------------
    1      0.0000      0.0000      1.6474      3.7905      11      0.0320
    2      1.5800      4.3905      3.2289      3.4139      30      0.0241
    3      1.5800      4.3905      6.2601      3.3807      34      0.0254
    4      0.0000      0.0000      7.8416      3.8082      12      0.0176
    5      4.6284      0.8781      9.4231      3.3480      46      0.0399
    6      1.5800      4.3905      9.4890      3.3571      31      0.0146
    7      4.6284      0.8781     12.4543      3.2143      48      0.0339
    8      3.0397      3.5124     12.4543      3.1370      53      0.0299
    9     -1.5592      4.4454     12.5202      2.7648      23      0.0284
   10      4.6284      0.8781      3.2289      3.3505      45      0.0368
   11      0.0296      1.7013      3.2289      3.4101      15      0.0253
   12     -1.5253      2.6343      4.7445      5.1498       3      0.0154
   13      4.6284      0.8781      6.2601      3.3347      49      0.0316
   14      0.0296      1.7013      9.4890      3.4234      16      0.0142
   15     -0.0022      1.7562      0.0659      3.2238      17      0.0213
   16      0.0296      1.7013      6.2601      3.3948      19      0.0279
   17     -1.5253      2.6343     10.9387      5.0707       4      0.0221
   18     -1.5253      2.6343      7.8416      5.1472       2      0.0346
   19     -1.5253      2.6343      1.6474      5.0843       1      0.0200
   20     -0.0022      1.7562     12.4543      3.0520      18      0.0246
   21     -0.0043      3.5124     12.5861      3.0186      43      0.0418
   22     -0.7977      4.0064     13.5745      1.6271      55      0.0302
   23      3.0397      3.5124      0.0659      3.3117      52      0.0224
   24      3.0079      3.5673      6.2601      3.3330      54      0.0359
   25      3.0713      3.5673      9.4890      3.3478      51      0.0310
   26      3.0079      3.5673      3.2289      3.3261      50      0.0281
   27     -1.5592      4.4454      3.2289      3.3383      20      0.0360
   28     -1.5592      4.4454      6.2601      3.3622      24      0.0349
   29     -1.5274      4.3905      9.4890      3.3740      21      0.0426
   30      1.4575      0.8781      3.2289      3.3251      35      0.0291
   31      3.0440      0.0000      4.7445      5.1472       7      0.0159
   32      1.4575      0.8781      9.4890      3.2752      36      0.0333
   33      1.5209      0.8781     12.4543      3.1499      38      0.0318
   34      1.5209      0.8781      0.0659      3.3117      37      0.0213
   35      1.5188      2.6343      4.7445      3.8481      13      0.0115
   36     -0.0043      3.5124      0.0000      3.3403      42      0.0200
   37     -1.5274      4.3905      0.0659      3.1320      22      0.0268
   38      1.5209      0.8781      6.2601      3.3077      39      0.0291
   39     -0.0043      3.5124      6.2601      3.6410      44      0.0233
   40      0.0591      3.5124      9.4231      3.6065      41      0.0347
   41     -0.0043      3.5124      3.2289      3.6162      40      0.0365
   42      3.0440      0.0000     10.9387      5.0752       8      0.0327
   43      1.5822      2.6343     10.8728      3.8063      14      0.0284
   44      1.5188      2.6343      1.6474      5.0773       9      0.0039
   45      3.0440      0.0000      1.6474      5.0840       5      0.0197
   46      1.5188      2.6343      7.8416      5.1460      10      0.0208
   47      3.0440      0.0000      7.8416      5.1500       6      0.0286
   48      1.5166      4.3905     12.4543      3.0475      33      0.0196
   49      3.0419      1.7562      3.1630      3.6097      25      0.0366
   50      3.0419      1.7562      9.4231      3.6599      26      0.0187
   51      3.0419      1.7562     12.4543      3.4808      28      0.0266
   52      3.0419      1.7562      6.2601      3.5523      29      0.0150
   53      3.0419      1.7562      0.0000      3.3415      27      0.0209
   54      1.5166      4.3905      0.0659      3.2225      32      0.0225
   55      4.5650      0.8781      0.0659      3.1297      47      0.0280
  -------------------------------------------------------------------------
